2020-12-07 13:38:13,279 WARN  [SoapUI] Missing folder [C:\Users\KrishnaDhotre\Documents\IBM_2020\SDET\SoapUI_Project\batch5.sdet.soap\ext] for external libraries
2020-12-07 13:38:54,226 INFO  [SoapUITestCaseRunner] running step [salesOrderRepositoryV1Get]
2020-12-07 13:38:55,118 INFO  [SoapUITestCaseRunner] Assertion [SOAP Response] has status VALID
2020-12-07 13:38:55,118 INFO  [SoapUITestCaseRunner] Assertion [Valid HTTP Status Codes] has status VALID
2020-12-07 13:38:55,118 INFO  [SoapUITestCaseRunner] Finished running SoapUI testcase [TC_014], time taken: 884ms, status: FINISHED
2020-12-07 13:38:55,198 INFO  [log] Loaded 3 rows.
2020-12-07 13:38:55,261 INFO  [log] customerEmail,sku,qtyOrdered,price,paymentmethod
2020-12-07 13:38:55,261 INFO  [log] abc@gmail.com,SKU00001,1,100,checkmo
2020-12-07 13:38:55,261 INFO  [log] efg@gmail.com,SKU00001,2,200,checkmo
2020-12-07 13:38:55,261 INFO  [SoapUITestCaseRunner] Running SoapUI testcase [TC_012]
2020-12-07 13:38:55,276 INFO  [SoapUITestCaseRunner] running step [LoadAllData]
2020-12-07 13:38:55,276 INFO  [SoapUITestCaseRunner] running step [GetNextData]
2020-12-07 13:38:55,479 INFO  [SoapUITestCaseRunner] running step [salesOrderRepositoryV1Save]
2020-12-07 13:38:56,886 INFO  [log] 1748
2020-12-07 13:38:56,886 INFO  [SoapUITestCaseRunner] Assertion [SOAP Response] has status VALID
2020-12-07 13:38:56,886 INFO  [SoapUITestCaseRunner] Assertion [Valid HTTP Status Codes] has status VALID
2020-12-07 13:38:56,886 INFO  [SoapUITestCaseRunner] Assertion [XPath Match] has status UNKNOWN
2020-12-07 13:38:56,886 INFO  [SoapUITestCaseRunner] Assertion [Script Assertion] has status VALID
2020-12-07 13:38:56,886 INFO  [SoapUITestCaseRunner] running step [Groovy Script]
2020-12-07 13:38:56,949 INFO  [SoapUITestCaseRunner] running step [LoopNextData]
2020-12-07 13:38:56,995 INFO  [log] Context Rows: 3
2020-12-07 13:38:56,995 INFO  [log] Current Step: 2
2020-12-07 13:38:57,011 INFO  [SoapUITestCaseRunner] running step [GetNextData]
2020-12-07 13:38:57,011 INFO  [SoapUITestCaseRunner] running step [salesOrderRepositoryV1Save]
2020-12-07 13:38:58,045 INFO  [log] 1749
2020-12-07 13:38:58,045 INFO  [SoapUITestCaseRunner] Assertion [SOAP Response] has status VALID
2020-12-07 13:38:58,045 INFO  [SoapUITestCaseRunner] Assertion [Valid HTTP Status Codes] has status VALID
2020-12-07 13:38:58,045 INFO  [SoapUITestCaseRunner] Assertion [XPath Match] has status UNKNOWN
2020-12-07 13:38:58,045 INFO  [SoapUITestCaseRunner] Assertion [Script Assertion] has status VALID
2020-12-07 13:38:58,045 INFO  [SoapUITestCaseRunner] running step [Groovy Script]
2020-12-07 13:38:58,045 INFO  [SoapUITestCaseRunner] running step [LoopNextData]
2020-12-07 13:38:58,045 INFO  [log] Context Rows: 3
2020-12-07 13:38:58,045 INFO  [log] Current Step: 3
2020-12-07 13:38:58,045 INFO  [SoapUITestCaseRunner] Finished running SoapUI testcase [TC_012], time taken: 2752ms, status: FINISHED
2020-12-07 13:38:58,045 INFO  [SoapUITestCaseRunner] Running SoapUI testcase [TC_013]
2020-12-07 13:38:58,045 INFO  [SoapUITestCaseRunner] Finished running SoapUI testcase [TC_013], time taken: 0ms, status: FINISHED
2020-12-07 13:38:58,045 INFO  [SoapUITestCaseRunner] Running SoapUI testcase [TC_014]
2020-12-07 13:38:58,045 INFO  [SoapUITestCaseRunner] Finished running SoapUI testcase [TC_014], time taken: 0ms, status: FINISHED
2020-12-07 13:38:58,045 INFO  [SoapUITestCaseRunner] Project [SDET_SOAP_Project] finished with status [FINISHED] in 42917ms
